merchant,industry,first_charge_date,country,business_size,subscription_volume,checkout_volume,payment_link_volume,total_volume,last_transaction_date,subscription_share,tenure_days
9887e65f,Others,2041-01-27 00:00:00+00:00,FR,small,0,0,0,52971,2041-07-24 00:00:00+00:00,0.0,511.0
0.00E+00,Others,2041-07-24 00:00:00+00:00,GB,small,11832,183206,263340,2810840,2042-06-22 00:00:00+00:00,0.00420941782527643,333.0
c218bdbb,Personal services,2041-07-24 00:00:00+00:00,AU,small,0,0,0,28039,2041-11-24 00:00:00+00:00,0.0,333.0
e72384c6,Merchandise,2041-07-24 00:00:00+00:00,JP,small,0,0,0,285950,2041-09-12 00:00:00+00:00,0.0,333.0
a7ac8bc1,Merchandise,2041-07-24 00:00:00+00:00,IN,small,0,0,26,69,2042-03-21 00:00:00+00:00,0.0,333.0
5265aed9,Rentals,2041-07-24 00:00:00+00:00,US,small,0,0,0,633895,2042-06-17 00:00:00+00:00,0.0,333.0
22b4294f,Software,2041-07-24 00:00:00+00:00,GB,small,0,549,0,549,2041-07-24 00:00:00+00:00,0.0,333.0
a65b830e,Clothing & accessory,2041-07-24 00:00:00+00:00,CA,small,0,0,0,5504664,2042-06-22 00:00:00+00:00,0.0,333.0
2e1e76e8,Digital goods,2041-07-24 00:00:00+00:00,US,small,0,0,0,100,2041-07-24 00:00:00+00:00,0.0,333.0
2633d22b,Food & drink,2041-07-24 00:00:00+00:00,GB,small,0,0,0,966194,2041-11-24 00:00:00+00:00,0.0,333.0
70736320,Personal services,2041-07-24 00:00:00+00:00,FR,small,0,0,0,3809334,2041-11-23 00:00:00+00:00,0.0,333.0
f4e34007,Digital goods,2041-07-24 00:00:00+00:00,US,small,0,0,0,192019,2042-06-22 00:00:00+00:00,0.0,333.0
d536368f,Personal services,2041-07-24 00:00:00+00:00,EE,small,0,3512,0,3512,2041-11-03 00:00:00+00:00,0.0,333.0
4.99E+17,Specialty retail,2041-07-24 00:00:00+00:00,NZ,small,0,0,0,643434,2042-06-13 00:00:00+00:00,0.0,333.0
5dd7570c,Grocery & food stores,2041-07-24 00:00:00+00:00,US,small,0,0,0,1028981,2042-06-21 00:00:00+00:00,0.0,333.0
8c5386da,Art & photography,2041-07-24 00:00:00+00:00,US,small,0,0,0,1361086,2042-06-22 00:00:00+00:00,0.0,333.0
4a16fba1,"Religion, politics & other memberships",2041-07-24 00:00:00+00:00,US,small,324950,0,0,324950,2041-07-24 00:00:00+00:00,1.0,333.0
bc0489e3,Merchandise,2035-10-01 00:00:00+00:00,AU,small,0,0,0,20439,2042-05-25 00:00:00+00:00,0.0,2456.0
43c5c1e8,Business services,2041-03-22 00:00:00+00:00,CA,small,0,0,0,39783,2041-07-25 00:00:00+00:00,0.0,457.0
8.12E+249,Merchandise,2037-05-03 00:00:00+00:00,ES,small,0,0,0,29432,2041-07-25 00:00:00+00:00,0.0,1876.0
e13fff08,Personal services,2038-08-09 00:00:00+00:00,GB,small,0,0,1376,1376,2041-07-25 00:00:00+00:00,0.0,1413.0
fee8db3b,Education,2040-04-07 00:00:00+00:00,SE,small,140737,0,0,2329054,2042-06-21 00:00:00+00:00,0.06042667967337812,806.0
5eaf1314,Merchandise,2040-09-18 00:00:00+00:00,SE,small,0,0,0,14934,2042-01-20 00:00:00+00:00,0.0,642.0
52c40f7a,Charity,2040-12-28 00:00:00+00:00,AT,small,0,0,0,11772,2041-07-25 00:00:00+00:00,0.0,541.0
7e5911e8,Others,2041-07-25 00:00:00+00:00,IT,small,0,0,0,45689,2042-01-23 00:00:00+00:00,0.0,332.0
bf8c9cb6,Furnishing,2041-04-23 00:00:00+00:00,US,small,0,0,0,124,2041-07-25 00:00:00+00:00,0.0,425.0
815b2381,Merchandise,2041-03-10 00:00:00+00:00,FR,small,0,0,0,9418,2041-07-25 00:00:00+00:00,0.0,469.0
cd618127,Merchandise,2041-04-22 00:00:00+00:00,IT,small,0,0,98763,632133,2042-06-20 00:00:00+00:00,0.0,426.0
3a74ad1f,Food & drink,2041-04-22 00:00:00+00:00,IT,small,0,0,0,3979,2041-07-25 00:00:00+00:00,0.0,426.0
fd794b6e,Personal services,2041-07-25 00:00:00+00:00,AE,small,228907,228907,8168,697855,2042-06-21 00:00:00+00:00,0.32801513208331246,332.0
272a7d52,Personal services,2041-07-25 00:00:00+00:00,CA,small,0,0,0,8308,2041-08-25 00:00:00+00:00,0.0,332.0
f7f36a3e,Business services,2041-07-25 00:00:00+00:00,US,small,0,0,0,5000,2041-07-25 00:00:00+00:00,0.0,332.0
c2194c14,Leisure,2041-07-24 00:00:00+00:00,GB,small,69136,0,70695,71882,2042-06-09 00:00:00+00:00,0.9617985031023065,333.0
ecf42a57,Business services,2041-07-25 00:00:00+00:00,BR,small,0,19,38,57,2041-08-16 00:00:00+00:00,0.0,332.0
2aae980e,Business services,2041-07-25 00:00:00+00:00,US,small,0,0,380000,1720000,2041-08-19 00:00:00+00:00,0.0,332.0
72852ece,Personal services,2041-07-25 00:00:00+00:00,US,small,15000,0,37500,37500,2041-10-25 00:00:00+00:00,0.4,332.0
eb939187,Transportation & car rental,2041-07-25 00:00:00+00:00,PT,small,0,0,0,663635,2042-06-07 00:00:00+00:00,0.0,332.0
3eff79ac,Clothing & accessory,2041-07-25 00:00:00+00:00,FR,small,0,0,0,299383,2042-06-22 00:00:00+00:00,0.0,332.0
4afbfa6e,Business services,2041-07-25 00:00:00+00:00,IN,small,0,0,300637,405139,2042-06-22 00:00:00+00:00,0.0,332.0
b4612ae6,Clothing & accessory,2041-07-25 00:00:00+00:00,GB,small,0,0,0,852596,2042-06-20 00:00:00+00:00,0.0,332.0
d780267b,Digital goods,2041-07-25 00:00:00+00:00,PL,small,0,16686,0,16686,2041-12-29 00:00:00+00:00,0.0,332.0
9a2bdab4,Cosmetics,2041-07-25 00:00:00+00:00,BR,small,0,0,0,3770,2041-07-25 00:00:00+00:00,0.0,332.0
6a1dba87,Business services,2041-07-25 00:00:00+00:00,US,small,0,0,40000,40000,2041-07-25 00:00:00+00:00,0.0,332.0
2452ffc2,Art & photography,2035-07-16 00:00:00+00:00,CA,small,0,0,0,16077,2041-08-18 00:00:00+00:00,0.0,2533.0
ca2d3023,Travel & lodging,2035-08-18 00:00:00+00:00,FR,small,0,0,0,1740768,2042-06-17 00:00:00+00:00,0.0,2500.0
45d378a0,Automotive parts and repair/service shops,2038-04-24 00:00:00+00:00,DE,small,0,0,0,19592392,2042-06-09 00:00:00+00:00,0.0,1520.0
d54fdd24,Business services,2040-01-17 00:00:00+00:00,US,small,0,0,0,500,2041-07-26 00:00:00+00:00,0.0,887.0
e1de1a86,Digital goods,2039-05-23 00:00:00+00:00,US,small,0,0,0,5193,2042-01-29 00:00:00+00:00,0.0,1126.0
8614e5d6,Digital goods,2041-07-26 00:00:00+00:00,FR,small,0,0,166024,167836,2042-06-09 00:00:00+00:00,0.0,331.0
ed5ae936,Clothing & accessory,2041-01-15 00:00:00+00:00,MX,small,0,0,0,185743,2042-04-05 00:00:00+00:00,0.0,523.0
2b3bf9fc,Software,2040-04-29 00:00:00+00:00,BE,small,0,0,0,359781,2041-10-26 00:00:00+00:00,0.0,784.0
c88c487b,Digital goods,2040-05-20 00:00:00+00:00,SG,small,0,0,19600,19600,2041-12-09 00:00:00+00:00,0.0,763.0
69730ace,Merchandise,2041-07-26 00:00:00+00:00,FR,small,0,0,0,1375,2041-07-26 00:00:00+00:00,0.0,331.0
f2b59a7a,Furnishing,2040-11-19 00:00:00+00:00,AU,small,0,0,0,543372,2042-05-21 00:00:00+00:00,0.0,580.0
695a99e9,Personal services,2041-07-26 00:00:00+00:00,ES,small,0,0,0,38569,2042-03-16 00:00:00+00:00,0.0,331.0
3e8d8a08,Others,2040-11-30 00:00:00+00:00,US,small,0,0,0,16661,2041-09-23 00:00:00+00:00,0.0,569.0
04c713c0,Business services,2041-02-03 00:00:00+00:00,US,small,16500,0,16500,16500,2042-03-26 00:00:00+00:00,1.0,504.0
043e6390,Clothing & accessory,2041-03-25 00:00:00+00:00,FR,small,0,0,0,5594,2042-03-22 00:00:00+00:00,0.0,454.0
05ebd8bb,Personal services,2041-07-26 00:00:00+00:00,FR,small,0,0,0,1417,2041-07-26 00:00:00+00:00,0.0,331.0
0f27ea5b,Rentals,2041-07-26 00:00:00+00:00,IE,small,0,0,0,118,2041-07-26 00:00:00+00:00,0.0,331.0
e7c5e44c,Education,2041-07-26 00:00:00+00:00,US,small,103979,0,0,193543,2042-02-14 00:00:00+00:00,0.5372397865073911,331.0
13f14ba8,Merchandise,2041-07-26 00:00:00+00:00,US,small,0,0,0,470001,2042-05-26 00:00:00+00:00,0.0,331.0
5474bed0,Leisure,2041-07-26 00:00:00+00:00,IT,small,0,3915211,0,4115171,2042-06-16 00:00:00+00:00,0.0,331.0
03fbde72,Merchandise,2041-07-26 00:00:00+00:00,US,small,0,0,0,6666,2041-09-10 00:00:00+00:00,0.0,331.0
d77bf123,Personal services,2041-07-26 00:00:00+00:00,AT,small,0,0,0,236,2041-07-26 00:00:00+00:00,0.0,331.0
12441056,Ticketing & events,2041-07-26 00:00:00+00:00,US,small,0,0,4500,6500,2041-07-27 00:00:00+00:00,0.0,331.0
c9967310,Merchandise,2041-07-26 00:00:00+00:00,FR,small,0,0,0,62398,2042-05-13 00:00:00+00:00,0.0,331.0
22006dc5,Food & drink,2041-07-26 00:00:00+00:00,BE,small,0,0,0,767773,2042-06-10 00:00:00+00:00,0.0,331.0
974ab367,Food & drink,2041-07-26 00:00:00+00:00,GB,small,0,0,0,15177109,2042-06-22 00:00:00+00:00,0.0,331.0
75c6d6b3,Merchandise,2041-07-26 00:00:00+00:00,AU,small,0,0,0,678301,2042-06-19 00:00:00+00:00,0.0,331.0
9ec4e7f3,Business services,2041-07-26 00:00:00+00:00,AE,large,0,0,0,4223436,2041-12-06 00:00:00+00:00,0.0,331.0
847032c2,Digital goods,2041-07-26 00:00:00+00:00,AE,small,0,0,879961,879961,2042-05-07 00:00:00+00:00,0.0,331.0
1f92f2fc,Electronics,2041-07-26 00:00:00+00:00,AU,small,0,941949,0,941949,2042-05-19 00:00:00+00:00,0.0,331.0
0d235e2e,Business services,2041-07-26 00:00:00+00:00,DE,small,467737,317586,31510,467925,2042-06-18 00:00:00+00:00,0.9995982262114655,331.0
8fa5be4a,Software,2041-07-26 00:00:00+00:00,US,small,0,0,0,2900,2041-07-26 00:00:00+00:00,0.0,331.0
2021315b,Software,2041-07-26 00:00:00+00:00,US,small,0,0,0,2900,2041-07-26 00:00:00+00:00,0.0,331.0
910bdbc1,Software,2041-07-26 00:00:00+00:00,US,small,0,0,0,2900,2041-07-26 00:00:00+00:00,0.0,331.0
2cf24036,Travel & lodging,2041-07-26 00:00:00+00:00,IT,small,0,82919,0,3463812,2042-06-21 00:00:00+00:00,0.0,331.0
5590447b,Merchandise,2034-11-14 00:00:00+00:00,US,small,2990,0,0,14956,2042-06-06 00:00:00+00:00,0.19991976464295266,2777.0
d224bb1c,Art & photography,2036-03-03 00:00:00+00:00,GB,small,0,0,0,75382,2041-11-01 00:00:00+00:00,0.0,2302.0
c74990d2,Software,2036-02-13 00:00:00+00:00,NO,small,1546275,0,1546275,1546275,2042-05-27 00:00:00+00:00,1.0,2321.0
3cec587d,Electronics,2036-04-27 00:00:00+00:00,GB,small,0,0,0,128384,2042-06-22 00:00:00+00:00,0.0,2247.0
942a224c,Merchandise,2037-10-29 00:00:00+00:00,CA,small,0,0,0,98199,2042-03-04 00:00:00+00:00,0.0,1697.0
2d871d50,Furnishing,2037-06-18 00:00:00+00:00,US,small,984406,0,0,15052422,2042-06-15 00:00:00+00:00,0.0653985119471139,1830.0
fce9e4c7,Merchandise,2038-01-31 00:00:00+00:00,DE,small,0,0,0,158968,2042-06-21 00:00:00+00:00,0.0,1603.0
5f486d39,Charity,2041-07-27 00:00:00+00:00,US,small,0,0,0,73200,2041-11-29 00:00:00+00:00,0.0,330.0
dd5bf16c,Education,2038-10-20 00:00:00+00:00,US,small,0,0,2012735,2012735,2042-01-27 00:00:00+00:00,0.0,1341.0
2c080432,Food & drink,2039-08-13 00:00:00+00:00,US,small,0,0,0,19200,2041-07-27 00:00:00+00:00,0.0,1044.0
595f4efe,Digital goods,2039-06-23 00:00:00+00:00,US,small,0,0,0,28800,2042-03-03 00:00:00+00:00,0.0,1095.0
dbb1eaa1,Software,2041-07-27 00:00:00+00:00,GB,small,0,0,0,27685,2041-07-27 00:00:00+00:00,0.0,330.0
6233a205,Art & photography,2039-06-20 00:00:00+00:00,GB,small,0,146577,0,501778,2042-06-20 00:00:00+00:00,0.0,1098.0
62dd7992,Clothing & accessory,2039-08-16 00:00:00+00:00,US,small,0,0,0,121500,2042-05-11 00:00:00+00:00,0.0,1041.0
434b6039,Transportation & car rental,2040-01-04 00:00:00+00:00,GB,small,15648887,0,0,17543851,2042-06-22 00:00:00+00:00,0.8919869987495904,900.0
4a74a4f4,Software,2036-07-19 00:00:00+00:00,CA,small,0,0,0,283926,2041-11-29 00:00:00+00:00,0.0,2164.0
b638cef4,Business services,2040-03-29 00:00:00+00:00,US,small,0,0,0,459266,2042-06-22 00:00:00+00:00,0.0,815.0
1590ff78,Food & drink,2040-04-17 00:00:00+00:00,MX,small,0,0,0,70834,2042-03-14 00:00:00+00:00,0.0,796.0
c3a890ed,Merchandise,2041-07-27 00:00:00+00:00,US,small,0,0,0,4600,2041-08-16 00:00:00+00:00,0.0,330.0
77d3bb02,Consulting services,2040-07-19 00:00:00+00:00,US,small,0,0,0,3984096,2041-12-07 00:00:00+00:00,0.0,703.0
28817b8b,"Religion, politics & other memberships",2041-07-27 00:00:00+00:00,IN,small,0,0,0,726,2042-02-08 00:00:00+00:00,0.0,330.0
b6f11b70,Clothing & accessory,2040-07-23 00:00:00+00:00,IN,small,0,0,0,1875201,2042-06-07 00:00:00+00:00,0.0,699.0
253c962b,Transportation & car rental,2041-07-27 00:00:00+00:00,GB,small,0,0,0,881278,2042-06-21 00:00:00+00:00,0.0,330.0
d6c612af,Others,2040-11-15 00:00:00+00:00,US,small,0,0,0,401644,2042-06-20 00:00:00+00:00,0.0,584.0
fb235f73,Furnishing,2040-09-07 00:00:00+00:00,US,small,0,0,0,36063101,2042-06-21 00:00:00+00:00,0.0,653.0
cdfaec53,Rentals,2041-01-11 00:00:00+00:00,US,small,0,0,0,304210,2041-07-27 00:00:00+00:00,0.0,527.0
55d3ac0f,Digital goods,2041-07-27 00:00:00+00:00,FR,small,0,0,0,128737,2041-08-05 00:00:00+00:00,0.0,330.0
2fe5cfd3,Personal services,2041-07-27 00:00:00+00:00,CA,small,0,0,35616,35695,2042-01-14 00:00:00+00:00,0.0,330.0
7933705f,Business services,2041-07-23 00:00:00+00:00,GB,small,901099,0,90000,991671,2042-06-21 00:00:00+00:00,0.9086672898572208,334.0
97c85bf1,Business services,2041-07-27 00:00:00+00:00,US,small,0,0,0,818940,2042-06-22 00:00:00+00:00,0.0,330.0
2e8f34ea,Clothing & accessory,2041-07-27 00:00:00+00:00,IT,small,0,0,0,1902271,2042-06-22 00:00:00+00:00,0.0,330.0
7450dfb8,Leisure,2041-07-27 00:00:00+00:00,US,small,0,0,0,169300,2042-02-11 00:00:00+00:00,0.0,330.0
712679ac,Business services,2041-07-27 00:00:00+00:00,JP,small,0,739682,2757847,3657536,2042-06-22 00:00:00+00:00,0.0,330.0
6aeb2073,Education,2041-07-27 00:00:00+00:00,BE,small,0,661337,0,661337,2042-06-17 00:00:00+00:00,0.0,330.0
4f5fb781,Others,2041-07-27 00:00:00+00:00,US,small,0,0,0,102285,2042-02-26 00:00:00+00:00,0.0,330.0
a6180121,"Medical services, drugs, testing labs & equipment medium",2041-07-27 00:00:00+00:00,US,small,0,0,0,77492,2042-04-20 00:00:00+00:00,0.0,330.0
06e741e8,Ticketing & events,2041-07-27 00:00:00+00:00,US,small,0,0,44900,3413635,2042-02-21 00:00:00+00:00,0.0,330.0
478add32,Clothing & accessory,2041-07-27 00:00:00+00:00,SG,small,0,200,1573931,1574131,2042-06-17 00:00:00+00:00,0.0,330.0
7130cab1,Software,2041-07-27 00:00:00+00:00,US,small,82700,0,82700,82700,2041-10-27 00:00:00+00:00,1.0,330.0
3a78b8bc,Travel & lodging,2041-07-27 00:00:00+00:00,US,small,0,0,5000,250100,2042-02-16 00:00:00+00:00,0.0,330.0
b2e3be5f,Merchandise,2041-07-27 00:00:00+00:00,MX,small,0,0,0,218299,2042-06-21 00:00:00+00:00,0.0,330.0
279df4eb,Furnishing,2041-07-27 00:00:00+00:00,US,small,0,0,0,7996,2041-08-09 00:00:00+00:00,0.0,330.0
499ad13e,Clothing & accessory,2041-07-27 00:00:00+00:00,SG,small,0,0,0,2836828,2041-11-04 00:00:00+00:00,0.0,330.0
135be696,Business services,2041-07-27 00:00:00+00:00,NO,small,0,0,0,4200,2041-07-27 00:00:00+00:00,0.0,330.0
9d885be3,Software,2041-07-27 00:00:00+00:00,US,small,38000,0,38000,38000,2042-06-14 00:00:00+00:00,1.0,330.0
f16b59d0,Clothing & accessory,2041-07-27 00:00:00+00:00,IT,small,0,0,0,10832,2042-02-10 00:00:00+00:00,0.0,330.0
615d012d,Art & photography,2041-07-27 00:00:00+00:00,JP,small,0,0,0,3643,2041-07-27 00:00:00+00:00,0.0,330.0
df03374a,Cosmetics,2041-07-27 00:00:00+00:00,IT,small,0,0,0,6369139,2042-06-22 00:00:00+00:00,0.0,330.0
54be96ae,Business services,2041-07-27 00:00:00+00:00,US,small,0,121000,0,213340,2042-02-03 00:00:00+00:00,0.0,330.0
324df44c,Merchandise,2041-07-27 00:00:00+00:00,US,small,0,0,0,963,2041-07-27 00:00:00+00:00,0.0,330.0
7eca4185,Business services,2041-07-27 00:00:00+00:00,IN,small,0,0,0,126,2041-07-27 00:00:00+00:00,0.0,330.0
d4ce0c66,Education,2036-10-17 00:00:00+00:00,US,small,0,13800,0,13800,2041-07-28 00:00:00+00:00,0.0,2074.0
32e02154,Business services,2038-08-15 00:00:00+00:00,FR,small,0,0,746,746,2041-07-28 00:00:00+00:00,0.0,1407.0
616fed3a,Charity,2037-10-02 00:00:00+00:00,US,small,0,232500,0,1602000,2042-04-16 00:00:00+00:00,0.0,1724.0
d34aeb34,Digital goods,2037-08-19 00:00:00+00:00,US,small,0,0,0,2688800,2042-06-22 00:00:00+00:00,0.0,1768.0
f71b2d37,Automotive parts and repair/service shops,2037-09-19 00:00:00+00:00,ES,small,0,0,0,43118,2041-07-28 00:00:00+00:00,0.0,1737.0
e27b8510,Furnishing,2038-07-31 00:00:00+00:00,BE,small,0,0,0,12985,2042-01-19 00:00:00+00:00,0.0,1422.0
bddf1d0e,Digital goods,2039-10-24 00:00:00+00:00,GB,small,0,0,0,163149,2041-11-17 00:00:00+00:00,0.0,972.0
3e2a4a83,Leisure,2039-04-18 00:00:00+00:00,US,small,0,0,0,180000,2042-06-22 00:00:00+00:00,0.0,1161.0
ac631f2a,Food & drink,2039-05-03 00:00:00+00:00,US,small,0,0,0,4586293,2042-06-21 00:00:00+00:00,0.0,1146.0
36894030,Business services,2041-07-28 00:00:00+00:00,AE,small,16100,213182,262720,494172,2042-06-21 00:00:00+00:00,0.03257974956088164,329.0
eda9f28b,Construction,2039-07-11 00:00:00+00:00,CA,small,0,0,0,15737144,2042-04-14 00:00:00+00:00,0.0,1077.0
33669507,"Religion, politics & other memberships",2039-07-05 00:00:00+00:00,US,small,0,0,0,1513916,2042-06-20 00:00:00+00:00,0.0,1083.0
dc06472f,Furnishing,2041-07-28 00:00:00+00:00,AU,small,0,0,0,40474,2041-11-10 00:00:00+00:00,0.0,329.0
9f31775e,Education,2041-03-10 00:00:00+00:00,GB,small,0,0,0,267,2041-07-28 00:00:00+00:00,0.0,469.0
28c7553a,Clothing & accessory,2040-08-10 00:00:00+00:00,LV,small,0,0,117692,117692,2041-09-21 00:00:00+00:00,0.0,681.0
d1430651,Digital goods,2041-07-28 00:00:00+00:00,GB,small,0,0,0,765898,2042-06-22 00:00:00+00:00,0.0,329.0
6ae9a56d,Digital goods,2041-07-28 00:00:00+00:00,SK,small,0,0,0,142,2041-07-28 00:00:00+00:00,0.0,329.0
b9d5d0af,Specialty retail,2041-02-01 00:00:00+00:00,US,small,0,3013184,0,3013184,2042-06-15 00:00:00+00:00,0.0,506.0
0c624ef6,Food & drink,2040-05-04 00:00:00+00:00,MX,small,0,0,0,3091,2041-07-28 00:00:00+00:00,0.0,779.0
073df776,Clothing & accessory,2041-07-28 00:00:00+00:00,HK,small,0,0,0,113924,2041-11-19 00:00:00+00:00,0.0,329.0
3d233f23,Personal services,2040-05-26 00:00:00+00:00,US,small,0,0,0,299000,2041-07-29 00:00:00+00:00,0.0,757.0
2bd56c09,Merchandise,2040-05-11 00:00:00+00:00,US,small,0,0,0,8494,2041-07-29 00:00:00+00:00,0.0,772.0
4bffae55,Electronics,2040-06-30 00:00:00+00:00,NL,small,0,0,0,354162,2042-02-13 00:00:00+00:00,0.0,722.0
95d8ef5d,Personal services,2040-07-24 00:00:00+00:00,US,small,13750,0,0,222500,2042-06-03 00:00:00+00:00,0.06179775280898876,698.0
393d9cb6,Clothing & accessory,2040-08-31 00:00:00+00:00,IT,small,0,0,0,90483,2042-06-12 00:00:00+00:00,0.0,660.0
a255f668,Business services,2041-02-26 00:00:00+00:00,US,medium,0,0,0,4786,2041-10-15 00:00:00+00:00,0.0,481.0
12725410,Education,2041-07-28 00:00:00+00:00,ES,small,0,0,1493327,1493327,2042-04-08 00:00:00+00:00,0.0,329.0
dba3a79e,Personal services,2041-01-08 00:00:00+00:00,ES,small,0,0,0,1761203,2042-06-15 00:00:00+00:00,0.0,530.0
80e8e249,Business services,2041-01-28 00:00:00+00:00,IT,small,0,0,0,4244888,2042-06-16 00:00:00+00:00,0.0,510.0
6d089c1f,Merchandise,2041-07-28 00:00:00+00:00,US,small,0,0,0,253375,2042-06-22 00:00:00+00:00,0.0,329.0
fa5fc58f,Electronics,2041-04-21 00:00:00+00:00,US,small,0,0,0,151776,2042-06-17 00:00:00+00:00,0.0,427.0
1828f6c4,Construction,2041-07-28 00:00:00+00:00,US,small,0,16987546,0,16987546,2042-06-16 00:00:00+00:00,0.0,329.0
44219830,Digital goods,2041-07-28 00:00:00+00:00,FR,small,0,591,0,591,2041-07-28 00:00:00+00:00,0.0,329.0
641a9e20,Rentals,2041-07-28 00:00:00+00:00,US,small,0,0,0,886094,2042-06-08 00:00:00+00:00,0.0,329.0
2e27d866,Ticketing & events,2041-07-28 00:00:00+00:00,AU,small,0,0,0,487015,2041-09-08 00:00:00+00:00,0.0,329.0
7d82ba83,Grocery & food stores,2041-07-28 00:00:00+00:00,CA,small,0,0,0,3520688,2042-06-22 00:00:00+00:00,0.0,329.0
133a376e,Leisure,2041-07-28 00:00:00+00:00,GB,small,0,0,0,645502,2042-06-20 00:00:00+00:00,0.0,329.0
0e9876fb,Grocery & food stores,2041-07-28 00:00:00+00:00,US,small,0,784345,0,795935,2041-11-11 00:00:00+00:00,0.0,329.0
9ad92a55,Grocery & food stores,2041-07-28 00:00:00+00:00,LV,small,0,0,0,867353,2042-06-21 00:00:00+00:00,0.0,329.0
3603ae18,Leisure,2041-07-28 00:00:00+00:00,US,small,0,0,0,1287500,2041-10-06 00:00:00+00:00,0.0,329.0
0273981f,Travel & lodging,2041-07-28 00:00:00+00:00,DE,small,0,0,0,675709,2041-07-31 00:00:00+00:00,0.0,329.0
1421b1af,Education,2041-07-22 00:00:00+00:00,NO,small,0,700,0,800,2041-08-12 00:00:00+00:00,0.0,335.0
31c9fd4c,Personal services,2041-07-28 00:00:00+00:00,DE,small,0,0,0,355,2041-07-29 00:00:00+00:00,0.0,329.0
199ad875,Construction,2041-07-28 00:00:00+00:00,US,small,0,0,0,21380,2041-07-28 00:00:00+00:00,0.0,329.0
f6e67379,Software,2041-07-28 00:00:00+00:00,US,small,0,0,0,240000,2041-09-08 00:00:00+00:00,0.0,329.0
e75aaefa,Business services,2041-07-28 00:00:00+00:00,JP,small,78196,0,715981,715981,2042-05-27 00:00:00+00:00,0.10921518867120776,329.0
4b744284,Grocery & food stores,2041-07-28 00:00:00+00:00,US,small,0,0,0,203510,2042-05-09 00:00:00+00:00,0.0,329.0
18885c5f,Art & photography,2035-06-09 00:00:00+00:00,US,small,199400,0,38800,238200,2042-06-15 00:00:00+00:00,0.8371116708648195,2570.0
1c7c7ec0,Business services,2037-09-21 00:00:00+00:00,GB,small,0,0,0,6158742,2041-11-04 00:00:00+00:00,0.0,1735.0
0624141a,Travel & lodging,2038-12-20 00:00:00+00:00,IT,small,0,0,0,103093,2041-07-29 00:00:00+00:00,0.0,1280.0
60b7b6d5,Construction,2039-12-18 00:00:00+00:00,US,small,0,0,0,2261381,2041-09-07 00:00:00+00:00,0.0,917.0
9dfb8830,Grocery & food stores,2038-03-02 00:00:00+00:00,FR,small,0,0,0,867755,2042-04-30 00:00:00+00:00,0.0,1573.0
becbfcec,Software,2038-04-30 00:00:00+00:00,IT,small,0,0,0,48649,2042-04-14 00:00:00+00:00,0.0,1514.0
ebf7cacc,Business services,2040-03-01 00:00:00+00:00,GB,small,0,0,59130,47963825,2042-06-22 00:00:00+00:00,0.0,843.0
6bb13438,Merchandise,2041-07-07 00:00:00+00:00,AE,small,0,958050,0,958050,2042-01-16 00:00:00+00:00,0.0,350.0
f280d0a3,Personal services,2039-11-12 00:00:00+00:00,GB,small,0,0,0,925300,2042-05-30 00:00:00+00:00,0.0,953.0
ac889e2c,Others,2041-07-29 00:00:00+00:00,DE,small,0,0,0,11897,2042-03-06 00:00:00+00:00,0.0,328.0
ad362bdf,Business services,2040-04-29 00:00:00+00:00,NZ,small,0,0,0,237955,2041-09-08 00:00:00+00:00,0.0,784.0
f56f1f04,Food & drink,2040-08-06 00:00:00+00:00,FR,small,0,0,0,7135,2041-07-29 00:00:00+00:00,0.0,685.0
ef917d57,Education,2040-09-16 00:00:00+00:00,US,medium,0,0,0,15620900,2042-06-15 00:00:00+00:00,0.0,644.0
5d6398ed,Travel & lodging,2040-08-22 00:00:00+00:00,ES,small,0,0,0,203318,2042-05-12 00:00:00+00:00,0.0,669.0
a1111880,Business services,2040-08-31 00:00:00+00:00,SG,medium,0,0,0,22185,2041-08-04 00:00:00+00:00,0.0,660.0
c1548577,Personal services,2041-07-29 00:00:00+00:00,MX,small,0,0,0,254260,2042-05-02 00:00:00+00:00,0.0,328.0
99f33bec,Others,2041-01-12 00:00:00+00:00,US,small,0,0,0,2780898,2042-06-21 00:00:00+00:00,0.0,526.0
928423c2,Transportation & car rental,2041-07-29 00:00:00+00:00,GB,small,0,0,0,636239,2042-03-03 00:00:00+00:00,0.0,328.0
36056faa,Clothing & accessory,2041-02-09 00:00:00+00:00,GB,small,0,0,0,28383,2042-04-10 00:00:00+00:00,0.0,498.0
20839b19,Personal services,2041-07-29 00:00:00+00:00,US,small,0,266,0,266,2041-07-31 00:00:00+00:00,0.0,328.0
cc05518d,Software,2041-07-29 00:00:00+00:00,GB,small,1066,0,0,5965,2041-08-18 00:00:00+00:00,0.17870913663034368,328.0
7784fa14,Specialty retail,2041-07-29 00:00:00+00:00,IE,small,0,0,0,549056,2042-03-21 00:00:00+00:00,0.0,328.0
ec30ae44,Business services,2041-07-29 00:00:00+00:00,US,small,1467207,0,0,1471001,2042-06-21 00:00:00+00:00,0.9974208039287533,328.0
531da6bb,Others,2041-07-29 00:00:00+00:00,GB,small,0,0,0,8606912,2042-06-22 00:00:00+00:00,0.0,328.0
43a5f876,Education,2041-07-29 00:00:00+00:00,SG,large,0,0,0,12665086,2042-06-22 00:00:00+00:00,0.0,328.0
